rec_id,depname,includes,altname,country,cntrycd,stprov,latitude,longitude,agemy,depage,oreton,cugrd,mogrd,augrd,aggrd,deptype,empldepth,dep5km10km,dep5km,dep_id,latdeg,latmin,latsec,londeg,lonmin,lonsec,rockdep,rockmap,rockmapdep,discdate,startdate,ore_a,ore_b,ore_area,alter_a,alter_b,alter_area,sulf_a,sulf_b,sulf_area,comments
383,Erdenet,,Erdenetiin - Ovoo,Mongolia,MNGL,,49,104.1333333,230,240?220 (Ar-Ar),2370,0.38,0.013,0,0,17,0,,17,452,49,0,,104,8,,"breccia, andesite porphyry, andesitic dacite, aplite, dacite porphyry, diorite porphyry, felsite, felsite porphyry, granite porphyry, granodiorite porphyry, pegmatite, tonalite porphyry, trachyte porphyry",gneiss,"amphibolite, diorite, gabbro, granodiorite, monzonite, quartz diorite, schist, syenite porphyry",1964,1978,2.8,0.8,1.8,0,0,0,4.5,1.5,5.3,"Resources estimated 2004 (Gerel and Munkhtsengel, 2005). Reported: 1.4 to 74 ppb Au, 0.001 to 2.9 ppm Ag, 10 to 33 ppb Pt, 7 to 27 ppb Pd; average 164 ppm Re in molybdenite (Berzina and others, 2001, 2005) . Re-Os age of molybdenite is 240.4¡À8 Ma (Watanabe and Stein, 2000); Rb-Sr ages of I, II, and III phases of granodiorite porphyries are 253¡À18, 223¡À9 and 196¡À4 Ma, respectively (Berzina and others, 1999). Exposed."
384,Kharmagtai,,,Mongolia,MNGL,,44,106.1666667,330,330¡À1.0 (Re-Os),229,0.35,0,0,0,17,0,,,453,44,0,,106,10,,"diorite porphyry, explosive breccia, monzonite porphyry, monzodiorite porphyry","argillite, marl, sandstone","andesite, andesite tuff, chert, rhyolite tuff, shale, siltstone",n.d.|,,0,0,0,0,0,0,0,0,0,0.3 to 2.48 g/t Au in core samples. Exposed.
385,Khongoot,,,Mongolia,MNGL,,49.13333333,103.65,300,Late Carboniferous,,0,0,0,0,17,0,,,609,49,8,,103,39,,"diorite porphyry, lamprophyre",,"diorite, granite, granodiorite, hornfels, quartz diorite, sedimentary rocks, volcanic rocks",,,0,0,0,0,0,0,0,0,0,Resource in one of four mineralized zones is 12.6 Mt at 0.31% Cu.
386,Khongor,,,Mongolia,MNGL,,43.16666667,102.8,0,,,0,0,0,0,17,0,,,688,43,10,,102,48,,"breccia, feldspar porphyry, hornfels",,"monzodiorite,  monzonite, sandstone, siltstone",2005,,1.7,0.33,0.44,,,,,,,"Chip samples: 1.84% Au, 0.43 g/t Au, >300 ppm Mo. Intersections: 70.3 m at 0.67% Cu, 0.16 g/t Au; 91.7 m at 0.3% Cu, 0.08g/t Au; 50 m at 1% Cu, 0.3 g/t Au."
387,Naran  Bulag,,,Mongolia,MNGL,,48.58333333,97.78333333,260,Late Permian,,0,0,0,0,17,0,,,606,48,35,,97,47,,"granite, granite porphyry, granodiorite porphyry, diorite porphyry",,"andesite, andesite porphyry, gabbro, gabbrodiorite, granodiorite, kersantite, rhyolite, tuff",,,0,0,0,0,0,0,0,0,0,
388,Nariin  Khudag,,,Mongolia,MNGL,,44.23333333,108.0333333,300,Late Carboniferous,,0,0,0,0,17,0,,,610,44,14,,108,2,,"granodiorite, granosyenite, sedimentary rocks, volcanic rocks",,,,,,,,,,,,,,0.1 to 0.3% Cu in 0.2 x 0.9 km bedrock area.
389,Oyu  Tolgoi,,Turquoise Hill,Mongolia,MNGL,,43,106.8666667,367,372?362,3107.1,0.676,0,0.24,0,20c,0,,,455,43,0,,106,52,,"andesite dike, breccia, diorite, monzodiorite porphyry, syenite dike, syenite porphyry, syenodiorite porphyry","argillite, granite, granodiorite, shale","andesite, andesite flow breccia, andesite porphyry, basalt, basaltic andesite, carbonaceous claystone, conglomerate, dacite, lapilli tuff, pillow basalt, rhyolite, sandstone, syenite, tuffaceous siltstone, tuffite",1996,,6.5,0.6,3.1,0,0,0,0,0,0,"Discovered by D. P. Cox. Grade and tonnage as of February 2, 2004 based on 0.3% copper-equivalent cut-off. Supergene enrichment age 117?93 Ma. Exposed."
390,Oyuut  Ulaar  Ovoo,,,Mongolia,MNGL,,44.57416667,109.4358333,0,,,0,0,0,0,17,0,,,611,44,34,27,109,26,9,"granodiorite porphyry, granosyenite porphyry, syenite porphyry",,"granite, granosyenite, sandstone, tuffaceous argillite",,,0.7,0.25,0.14,0,0,0,0,0,0,0.3 to 5.1% Cu and 0.0035 to 0.006% Mo in 0.25 x 0.7 km bedrock area.
391,Saran  Uul,,,Mongolia,MNGL,,45.78333333,100.6,327,Late Carboniferous,,0,0,0,0,17,0,,,451,45,47,,100,36,,"diorite porphyry, granodiorite porphyry, hornfels, syenite porphyry","limestone, metamorphic rocks","dacitic tuff, sandstone, siltstone, tuffaceous sedimentary rocks",,,0,0,0,0,0,0,0,0,0.6,"101 Mt resources at 0.06% Cu. Rock-chip sampling: 0.1 to 5% Cu, 0.5 to 4.9 g/t Au, and 100 to 2000 ppm Mo. Drilling: 150 m at 0.37% Cu and 0.08 g/t Au; 64 m at 0.44% Cu and 0.06 g/t Au; 80 m at 0.35% Cu and 0.07 g/t Au."
392,Shand,,,Mongolia,MNGL,,48.775,104.2166667,0,,,0,0,0,0,17,0,,,612,48,46,30,104,13,,"explosive breccia, granodiorite porphyry",,"andesite porphyry, conglomerate, diorite, granite, granosyenite",,,0,0,0,1.1,0.2,1.7,0,0,0,"Core samples grade 0.1?0.5% Cu, 0.0001?0.1% Mo; grab samples also contain up to 0.001% Ag."
393,Shuteen,,,Mongolia,MNGL,,44.16666667,107.5,295,Late Carboniferous?Early Permian,,0,0,0,0,17,0,,,613,44,10,,107,30,,"diorite porphyry, granite porphyry, monzodiorite porphyry, quartz syenite porphyry","conglomerate, limestone, sandstone","andesite, diorite, granodiorite, monzonite, tuff, tuff breccia, tuffaceous sandstone, tuffaceous siltstone",1950s,,0,0,0,8,2,12.6,0,0,0,Magmatic ring structure with diameter about 15 km.
394,Tsagaan-Suvarga,,Tsagan-Suburga,Mongolia,MNGL,,43.86666667,108.3333333,370,370.4¡À0.8 (Re-Os),240,0.53,0.018,0.084,2.6,17,0,,,456,43,52,,108,20,,"aplite, diorite porphyry, explosive breccia, feldspar porphyry, gabbro porphyry, granite porphyry, quartz syenite porphyry, syenite porphyry, syenodiorite porphyry",,"andesite porphyry, gabbro, granite, granodiorite, granosyenite porphyry, limestone, marl, sandstone, siltstone, syenodiorite, tuff, tuffaceous sandstone",1964,,0.9,0.2,0.14,0,0,0,10,2,16,
395,Zos  Uul,,Zost uul,Mongolia,MNGL,,48.70833333,98.34166667,250,Late Permian?Early Triassic,,0,0,0,0,21a,0,,,605,48,42,30,98,20,30,"granite porphyry, granodiorite porphyry",,"gabbro, granite, granodiorite, granosyenite, volcanic rocks",,,0,0,0,2.2,2,3.5,0,0,0,Resource of 10 Mt at 0.2% Cu and 0.01% Mo.
396,Zost  Tolgoi,,,Mongolia,MNGL,,48.71666667,98.34166667,260,Permian,,0,0,0,0,17,0,,,607,48,43,,98,20,30,,,"breccia, granite, syenite porphyry, tuff, volcanic rocks",,,0,0,0,0,0,0,0,0,0,"Anomaly: 0.03% Cu, 0.002% Mo; channel samples: 0.01?0.02% Cu, 0.001?0.005% Sn."
397,Monywa,"Letpadaung, Kyisintaung, Sabetaung|Sabetaung South",,Myanmar,BRMA,,22.25,95.08333333,16,19?13,1700,0.37,0,0,0,17,0,20c,25e,475,22,15,,95,5,,"andesite porphyry, breccia, dacite porphyry","basalt, conglomerate, rhyolite flow, rhyolite tuff","andesite pyroclastics, mudstone, quartz feldspar porphyry, sandstone, siltstone",centuries ago,prior to 1900,0,0,0,2.5,2,3.9,0,0,0,0.1% Cu (Letpadaung deposit) and 0.15% Cu (three other deposits) cut-off grades. 0.43 g/t Au and 6 g/t Ag reported in early estimations.
398,Shangalon,,,Myanmar,BRMA,,23.70833333,95.51666667,,,,0,0,0,0,17,0,,,474,23,42,30,95,31,0,"subvolcanic rocks, andesite porphyry","andesite volcaniclastic rocks, rhyolite flow, rhyolite tuff",granite,,,0,0,0,0,0,0,0,0,0,
399,Haib,,,Namibia,NAMB,,-28.68333333,17.85,1800,~1800,400,0.33,0,0,0,17,0,,,342,-28,-41,,17,51,,"breccia, feldspar porphyry, gabbro, lamprophyre, leucogranite, quartz diorite porphyry, quartz feldspar porphyry, quartz porphyry",,"adamellite, andesite, dacite, granodiorite, mafic volcanic rocks, rhyolite, tuff",1948,,3.1,1.3,3.2,13,3,31,13,3,31,"Traces of Mo, Au, and Ag. 244 Mt grading 0.37% Cu at 0.3% Cu cut-off grade. Exposed."
400,Lorelei,,,Namibia,NAMB,,-28.06666667,16.9,1930,1960?1900,,0,0,0,0,17,0,,,341,-28,-4,,16,54,,"aplite, leucogranite, quartz-feldspar porphyry",,"amphibolite, granite, granodiorite, metasedimentary rocks, metavolcanic rocks (andesite, basalt, felsic volcanic rocks), schist",,,0,0,0,0,0,0,0,0,0,
401,Thames,,,New Zealand,NZLD,,-37.09583333,175.5572222,10.5,11?10,,0,0,0,0,20c,0,,25e,561,-37,-5,-45,175,33,26,"breccia, dacite porphyry",,"andesite flow, andesite breccia, dacite flow, dacite pyroclastics",1978?1981,,0,0,0,0,0,0,0,0,0,"Drillholes, >600 m interval at 0.12 to 0.2% Cu and 0.23 to 0.4 g/t Au; and 0.01% Mo within 300m of only one drillhole."
402,Dasht-e-Kain,,,Pakistan,PKTN,"Buluchistan, Chagai district",29.55444444,64.50416667,21,21,350,0.3,0.001,0,0,17,0,,,403,29,33,16,64,30,15,"breccia, tonalite porphyry",granite,"andesite, andesite agglomerate, diorite, granodiorite, quartz monzonite, tuff, tuffaceous conglomerate",1975,,0,0,0,0,0,0,1.7,0.7,0.93,
403,Koh-i-Dalil,,Chagai district,Pakistan,PKTN,Baluchistan,29.1225,62.19416667,14.9,14.9,,0,0,0,0,17,0,,,405,29,7,21,62,11,39,"dacite porphyry, granodiorite porphyry, monzonite porphyry, tonalite porphyry","granodiorite, granite, sandstone, shale, siltstone, limestone","andesite flow, agglomerate, volcaniclastics",,,0,0,0,0,0,0,1.2,1,0.94,No drilling was performed.
404,Reko  Diq,"Western Porphyries (H14/15), Tanjeel Project, H8, H13, H35",,Pakistan,PKTN,,29.12277778,62.07888889,11.5,12.1?11,2420,0.51,0,0.27,0,20c,0,17,17,404,29,7,22,62,4,44,"breccia, feldspar porphyry, granodiorite porphyry","granodiorite, granite, sandstone, shale, siltstone, limestone","andesite flow, agglomerate, volcaniclastics",1994,,0,0,0,0,0,0,0,0,0,0.3% Cu cut-off grade. Alunite age 3.8 Ma.
405,Saindak,"Saindak (S.), East, North, and South S.",,Pakistan,PKTN,Baluchistan,29.27083333,61.58472222,21,23?19,440,0.41,0.002,0,0.5,17,0,,22c,406,29,16,15,61,35,5,"andesite porphyry, aplite, dacite, diorite porphyry, hornfels, lamprophyre, skarn, tonalite porphyry",,"andesite, agglomerate, limestone, mudstone, sandstone, shale, siltstone",,,1.9,0.4,0.6,6.8,2,11,3.5,1.7,4.7,
406,Ziarat  Pir  Sultan,,,Pakistan,PKTN,Baluchistan,29.4,64.14166667,0,,,0,0,0,0,17,0,,,599,29,24,,64,8,30,,,,,,0,0,0,0,0,0,0,0,0,Prospective resources 200 Mt.
407,Cerro  Azul,,,Panama,PANA,,9.283333333,-79.38333333,56.5,56.5,,0,0,0,0,17,0,,,214,9,17,,-79,-23,,quartz diorite porphyry,,limestone,,,0,0,0,0,0,0,0,0,0,
408,Cerro  Chorcha,,Chorcha,Panama,PANA,1970,8.633333333,-82.2,3.4,Pliocene,134.9,0.48,0,0.059,0.095,17,0,,,209,8,38,,-82,-12,,"quartz diorite, quartz feldspar porphyry",,"andesite, basalt, granodiorite, monzonite, volcaniclastics rocks",,,0,0,2.5,0,0,0,0.9,0.6,0.42,0.2% Cu cut-off grade.
409,Cerro  Colorado,,,Panama,PANA,,8.5,-81.78333333,5,6?4,3730,0.39,0.015,0.075,5.2,17,0,,,210,8,30,,-81,-47,,"feldspar porphyry, felsite, latite porphyry, quartz monzonite, quartz porphyry, rhyodacite",diorite,"andesite, granodiorite, latite, trachyandesite tuff",1970,,1.8,1.1,1.6,2.5,1.9,3.7,0,0,0,
410,Cerro  Quema,,Azuero,Panama,PANA,,7.633333333,-80.6,59,65?53,,0,0,0,0,17,0,,25e,213,7,38,,-80,-36,,"breccia, quartz diorite",,"andesite, andesite volcaniclastics, dacite flow, dacite breccia, dacite porphyry, limestone, marl, tuff",,,0,0,0,10,0.5,3.9,0,0,0,Oxidized ore contains: 10 Mt at 1.26 g/t Au.
411,Cobre  Panama,,,Panama,PANA,,8.433333333,-81.5,34,34,272,0.65,0,0,0,17,0,,,211,8,26,,-81,-30,,,,,,,0,0,0,0,0,0,0,0,0,
412,Petaquilla-Botija,Valle Grande,,Panama,PANA,,8.833333333,-80.66666667,32.5,36?29,1218,0.5,0.0067,0.08,0,17,0,25a,"17, 18d",212,8,50,,-80,-40,,"breccia, dacite porphyry, quartz monzonite porphyry",,"andesite, basalt, diorite, gabbro, gabbrodiorite, granodiorite, quartz diorite porphyry, tonalite",1967,,0,0,0,0,0,0,6.5,2,10.2,
413,Rio  Pito,,,Panama,PANA,,8.633333333,-77.56666667,49,49,,0,0,0,0,17,0,,,215,8,38,,-77,-34,,"dacite porphyry, rhyodacite porphyry",,"andesite, basalt, gabbro, granodiorite, quartz diorite, quartz diorite porphyry, tonalite",,,0,0,0,0,0,0,2.6,1.8,3.7,
414,Arie,,,Papua New Guinea,PPNG,Manus Island,-2.016666667,146.8833333,15,15,165,0.32,0,0,0,17,1.5,,,547,-2,-1,,146,53,,"breccia, diorite porphyry","andesite agglomerate, basalt, basaltic pyroclastics, conglomerate, limestone, tuffaceous sandstone, tuffaceous siltstone","andesite, andesite porphyry, andesitic pyroclastics, quartz diorite, quartz diorite porphyry, quartz monzodiorite, quartz monzonite",,,0,0,0,0,0,0,0,0,0,"Minor Au, Ag, and Mo reported."
415,Esis,,,Papua New Guinea,PPNG,New Britain Island,-5.166666667,151.7166667,25,25,,0,0,0,0,17,0,,,552,-5,-10,,151,43,,"aplite, breccia, diorite porphyry, granodiorite, quartz porphyry, gabbro, tonalite",,"andesite, agglomerate, basalt,  hornfels, limestone",1971,,0,0,0,1.8,0.3,0.4,0,0,0,
416,Frieda  River,"Nena, Horse-Ivaal, Koki, Ekwai, |U.P., Ok Nerenere, Trukai",,Papua New Guinea,PPNG,West Sepic,-4.7,141.7833333,13,14?12,1060,0.521,0.004,0.31,1.2,20c,2,"20c, 25e","18b, 25e",542,-4,-42,,141,47,,"andesite porphyry, breccia, dacite, diorite porphyry, hornfels, quartz diorite porphyry, skarn, trachyandesite","gabbro, phyllite, peridotite-pyroxenite sill, schist","andesite agglomerate, andesite breccia, andesite pyroclastics, conglomerate, diorite, limestone, sandstone, shale",1966?1967,,0,0,0,10,4,47,0,0,0,Exposed.
417,Legusulum,,,Papua New Guinea,PPNG,New Ireland Island,-3.2,151.65,24,Oligocene?Miocene,,0,0,0,0,17,0,,,551,-3,-12,,151,39,,diorite porphyry,"agglomerate, limestone, pyroclastics","diorite, gabbro, granodiorite",,,0,0,0,0,0,0,0,0,0,Oligocene-Miocene Lemau dioritic intrusive complex.
418,Mount  Bini,,Ofi Creek,Papua New Guinea,PPNG,Central Province,-9.3,147.5833333,4.4,4.42¡À0.04,85,0.4,0,0.6,0,20c,0,,"22c, 25a",549,-9,-18,,147,35,,"breccia, quartz diorite porphyry","agglomerate, gabbro, limestone, clastic sediments","andesite, basalt, diorite, monzonite, phyllite, pyroclastics, slate",1992,,0,0,0,2,1.2,1.9,0,0,0,"Surface Au anomaly  >0.2 g/t;  float, 2 km downstream Ofi Creek, with 20.7 g/t Au, 463 g/t Ag, 0.14% Cu, 0.6% Pb. Drill indicated 0.31% Cu and 0.47 g/t Au at depth from 104 to 339.2 m."
419,Mount  Kren,,,Papua New Guinea,PPNG,Manus Island,-2.116666667,146.95,13.5,15?12,,0,0,0,0,17,1.5,,17,548,-2,-7,,146,57,,breccia,"basalt, tuffaceous sediments, limestone","andesite, andesite porphyry, diorite, diorite porphyry, monzonite porphyry",,,0,0,0,0,0,0,0,0,0,Trench samples:120 m at 0.12% Cu including 25 m at 0.3%; rock chip assay ?0.6 g/t Au and ?2.5% Cu.
420,Mt.  Nakru,,,Papua New Guinea,PPNG,New Britain,-5.983333333,150.4666667,24,Oligocene,,0,0,0,0,17,0,17,,690,-5,-59,,150,28,,"breccia, rhyodacite, rhyodacite porphyry, tuff",,"andesite, conglomerate, limestone, sandstone, siltstone",1984,,0,0,0,0,0,14,0,0,0,"Intersections: 94 m at 0.43% Cu, 0.46 g/t Au; 205 m at 0.4% Cu; 54 m at 0.18 g/t Au."
421,Ok  Tedi,,Mount Fubilan,Papua New Guinea,PPNG,Western Province,-5.2,141.1333333,1.15,1.2?1.1,854,0.64,0.011,0.78,0,20c,0,39a,18b,539,-5,-12,,141,8,,"basalt dikes, breccia, feldspar porphyry, monzonite porphyry, skarn",conglomerate,"diorite, diorite porphyry, limestone, monzodiorite, sandstone, shale, siltstone, syenodiorite",1968,1984,1.8,0.77,1.1,3.6,1.8,5.1,0,0,0,"Production 1984?2004, 478 Mt at 0.83% Cu, 7.2 g/t Au; reserve of 2004, 249.6 Mt at 0.84% Cu, 1.06 g/t Au. In concentrate: 17.0 g/t Au, 0.02 g/t Pt, 0.62 g/t Pd. Exposed."
422,Panguna,,Bougainville,Papua New Guinea,PPNG,Bougainville Island,-6.316666667,155.5,3.4,3.4,1420,0.465,0.005,0.57,1.1,20c,0,,,553,-6,-19,,155,30,,"breccia, diorite, feldspar porphyry, granodiorite","basalt, dacite, limestone","andesite, quartz diorite",1964,1972,3,2,4.7,6,5.3,25,0,0,0,"In concentrate: up to 8 ppb Pt, 40 to 52 ppb Pd."
423,Plesyumi,,,Papua New Guinea,PPNG,New Britain,-5.966666667,150.3833333,24,24,,0,0,0,0,17,0,17,18b,550,-5,-58,,150,23,,"breccia, dacite porphyry, granodiorite porphyry, quartz diorite porphyry","rhyolite tuff, limestone","andesite, conglomerate, dacite, diorite, gabbro, granodiorite, quartz diorite, sandstone, syenodiorite, volcanic breccia",1968,,0,0,0,0,0,0,5,2,7.9,Intersections 44 m at 0.85% Cu; 110 m at 0.31% Cu; and 101 m at 0.2% Cu.
424,Simuku,,,Papua New Guinea,PPNG,New Britain,-5.716666667,150.0166667,24,Oligocene,,0,0,0,0,17,0,,,691,-5,-43,,150,1,,dacite porphyry,,"andesite, andesite porphyry, conglomerate, diorite, limestone, sandstone, siltstone",,,0,0,0,0,0,0,0,0,0,"12 drill holes, prospective resource >1000 Mt at 0.35% Cu. Intersections: 100 m at 0.45% Cu (sulfide ore); 40 m at 0.64% Cu (chalcocite blanket); 277 m at 0.33% Cu; 73 m at 0.17% Mo. Exposed."
425,Star  Mt.  Futik,Mt. Olgal,,Papua New Guinea,PPNG,Western Province,-5.066666667,141.3333333,3.65,3.9?3.4,65,0.54,0,0.1,0,17,0,,18b,541,-5,-4,,141,20,,"andesite dike, breccia, diorite porphyry, quartz diorite porphyry, skarn","arkose, conglomerate","limestone, mudstone, quartzite, sandstone, siltstone",1968,,0,0,0,3.3,0.9,2.3,2.3,0.7,1.3,
426,Star  Mt.  Nong  River,,,Papua New Guinea,PPNG,Western Province,-5.016666667,141.2166667,3.55,Pliocene,60,0.5,0,0,0,17,0,,18b,540,-5,-1,,141,13,,"breccia, diorite, diorite porphyry, monzonite, quartz diorite, quartz diorite porphyry, quartz monzodiorite porphyry, skarn",,"andesite, andesite porphyry, agglomerate, limestone, quartzite, sandstone, siltstone",1968,,0,0,0,0,0,0,0.9,0.6,0.42,
427,Wafi  River,Golpu,,Papua New Guinea,PPNG,Morobe Province,-6.883333333,146.45,9,9,272.7,0.646,0.008,1.084,0,20c,0,,25e,546,-6,-53,,146,27,,"andesite porphyry, breccia, dacite porphyry, diorite porphyry, quartz diorite porphyry",,"conglomerate, sandstone, shale","1979, 1990",,0,0,0,2.8,1.7,3.7,2,1.5,2.4,"Resources as of June 30, 2007. Exposed."
428,Wamum,,,Papua New Guinea,PPNG,Morobe Province,-6.75,146.2833333,0,,,0,0,0,0,20c,0,,22c,545,-6,-45,,146,17,,"andesite porphyry, breccia, quartz diorite porphyry","clastic sediments (turbidite), conglomerate",andesite,1977,,0,0,0,0,0,2,1.1,0.75,0.65,"Average for 5 drillholes: 0.37% Cu, 0.24 g/t Au and 1.1 g/t Ag."
429,Yandera,,,Papua New Guinea,PPNG,,-5.75,145.1666667,7,8?6,338,0.42,0.018,0.1,2.2,17,0,,,544,-5,-45,,145,10,,"breccia, dacite porphyry, granodiorite porphyry, quartz monzonite porphyry, tonalite porphyry",,"granodiorite, quartz diorite porphyry, quartz monzonite",1950s,,1.6,0.25,0.3,8,3,19,0,0,0,Exposed.
430,Acos,,,Peru,PERU,,-14.2,-74.45,0,,,0,0,0,0,17,0,,,261,-14,-12,,-74,-27,,hornfels,,"andesite, dacite, diorite, granodiorite, quartzite, siltstone",,,0,0,0,0,0,0,0,0,0,"Average of 82 samples: 0.35% Cu, 0.4% Zn, 0.5% Pb."
431,Aguila,,,Peru,PERU,,-8.559722222,-77.89666667,5,Miocene-Pliocene,34,0.85,0.031,0,0,21a,0,,22c,250,-8,-33,-35,-77,-53,-48,"breccia, diorite porphyry, granodiorite porphyry, pegmatite, quartz monzonite porphyry, quartz porphyry",,"andesite, granodiorite, monzonite, mudstone, quartzite, sandstone",1967,,0,0,0,0,0,0,0,0,0,Exposed.
432,Almacen,,,Peru,PERU,,-13.23472222,-75.91666667,0,,,0,0,0,0,17,0,17,18b,256,-13,-14,-5,-75,-55,0,"aplite, breccia, dacite, microgranodiorite dike, quartz porphyry","diorite, granodiorite,","monzonite, quartzite, sandstone, tonalite",,,0,0,0,3.4,1.5,4,0,0,0,"Exposed. Resource 150 Mt at 0.3% Cu, 0.025% Mo, 8 g/t Ag."
433,Alondra,,,Peru,PERU,,-15.81666667,-73.58333333,0,,,0,0,0,0,17,0,,,266,-15,-49,,-73,-35,,andesite dikes,,"andesite flow, dacite, quartz diorite",,,0,0,0,0,0,0,0,0,0,Average 0.7% Cu.
434,Alto  Dorado,,,Peru,PERU,,-8.166666667,-78.18333333,,,,0,0,0,0,20c,0,,25e,635,-8,-10,,-78,-11,,breccia,,"andesite, andesite porphyry, diorite, granodiorite, tuff",,,0,0,0,9.3,4,29.2,0,0,0,Drill core samples from stockwork at 46 to 201 m depth grade 0.1 to 1.2 g/t Au and 0.1 to 0.69% Cu. Exposed.
435,Anita  de  Tibilos,,,Peru,PERU,,-14.18333333,-75.14833333,,,,0,0,0,0,17,0,,,260,-14,-11,0,-75,-8,-54,,,"diorite, granodiorite, tuff",,,0,0,0,0,0,0,0,0,0,Last production 1990: 0.275 Mt at 3.5% Cu.
436,Antapaccay,,,Peru,PERU,,-14.96,-71.34666667,36,38.4?34,472,0.74,0.006,0.15,0,17,0,17,18b,263,-14,-57,-36,-71,-20,-48,"andesite porphyry, breccia, dacite porphyry, diorite, granodiorite porphyry, monzonite porphyry, quartz monzonite porphyry, skarn",,"conglomerate, limestone, sandstone, siltstone","1930s, skarn; 1999, porphyry copper",,0,0,0,0,0,0,0,0,0,"Resource as of March 2, 2007, at 0.4% Cu cut-off grade. Andahuaylas-Yauri belt. Large post-mineral diatreme. Exposed."
437,Ca?ariaco,,,Peru,PERU,,-6.083333333,-79.28333333,15,15,820,0.45,0,0,0,17,0,,,241,-6,-5,,-79,-17,,"breccia, andesite porphyry, quartz porphyry, tonalite porphyry","conglomerate, gneiss, limestone, mudstone, phyllite, quartzite, sandstone","andesite, dacite, diabase, pyroclastics",1970,,0,0,0,3.6,2.5,7.1,3.5,2,5.5,"Resource as of March, 2007, at 0.3% Cu cut-off grade. Exposed."
438,Cerro  Colorado,,,Peru,PERU,,-17.68166667,-69.90083333,59,Paleocene,220,1.01,0.015,0,0,17,0,22c,22c,273,-17,-40,-54,-69,-54,-3,dacite porphyry,,"andesite, granodiorite",,,0,0,0,0,0,0,0,0,0,0.5% Cu cutoff; supegene enrichment as much as 200 m thick.
439,Cerro  Corona,,"Hualgayoc Corona Mining District, Cerro Jesus, Mina Mansita, Mina Los Negros, Mina Cuna, San Augustine, El Dorado, Mario, Sequna Rebelde, Tres Mosqueteros",Peru,PERU,,-6.761666667,-78.60583333,10.5,13?8,300,0.3,0,0.5,0,20c,0,,"19a, 25a",244,-6,-45,-42,-78,-36,-21,"andesite porphyry, quartz porphyry, skarn",,"granodiorite porphyry, limestone, siltstone, rhyodacite",1992,,0,0,0,0,0,0,0,0,0,Exposed.
440,Cerro  Negro,,,Peru,PERU,,-16.54583333,-71.55277778,57,57,70,0.53,0,0,0,17,0,22c,17,268,-16,-32,-45,-71,-33,-10,"breccia, rhyolite porphyry, dacitic tuff","gneiss, sandstone, siltstone, shale","diorite, granodiorite",1995,,0,0,0,1.8,1.2,1.7,1.6,0.6,0.75,Oxide ore. Post-mineral rhyolite porphyry 52.6 Ma. 30% of the deposit area (mainly southeastern part) is covered by talus and alluvium.
441,Cerro  Verde/Santa  Rosa,,,Peru,PERU,,-16.53527778,-71.59166667,62,61.8¡À0.7,2528,0.495,0.01,0,0,17,0,22c,17,267,-16,-32,-7,-71,-35,-30,"breccia, dacite porphyry, quartz porphyry, quartz-feldspar porphyry, quartz monzodiorite porphyry","gneiss, sandstone, siltstone, shale","aplite, diorite, gneiss, granodiorite, pegmatite",1868,1977,0,0,0,5,1.5,5.9,0,0,0,"Tonnage and grades according to Briggs (2006), Cyprus Amax (1993?1998), Phelps Dodge (1999?2004). 1977?2004 production, 201 Mt at 0.68% Cu; 2004 resources, 1647 Mt at 0.48% Cu and 0.016% Mo, 544 Mt at 0.52% Cu, and 136 Mt at 0.3% Cu. Exposed. Two populations of supergene alunite: 38.8?36.1 Ma and 28?24.4 Ma."
442,Chalcobamba,,,Peru,PERU,,-14.02666667,-72.33333333,36,35.6¡À0.9,,0,0,0,0,17,0,,18b,617,-14,-1,-36,-72,-20,,"dacite porphyry, quartz monzonite porphyry",,"andesite, dacite, granodiorite, limestone, shale, skarn",,,0,0,0,0,0,0,0,0,0,"Andahuaylas-Yauri belt, Las Bambas district. 28 Mt at 2% Cu resource is mostly in skarn."
443,Chapi,,,Peru,PERU,,-16.77361111,-71.35777778,,,,0,0,0,0,17,0,,,269,-16,-46,-25,-71,-21,-28,"andesite porphyry, quartz porphyry",,"andesite, quartzite, limestone, sandstone, tuff",,,0,0,0,0,0,0,5,3,11.8,Manto ore body contains 2 Mt at 3% Cu
444,"Chavez  N2,  Concesion",,,Peru,PERU,,-14.23333333,-75.41666667,0,,,0,0,0,0,17,0,22c,,262,-14,-14,,-75,-25,,"quartz monzonite porphyry, quartz latite porphyry",,"andesite, basalt, limestone",,,0,0,0,3,3,7.1,0,0,0,Cu-production in 1970 and 1987.
